iou,is_span,matched,pred_label,image
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.1509357988834381,False,False,2.0,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.11177654564380646,False,False,2.0,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.135060116648674,False,False,2.0,PMC1459153_table_2
0.06776028126478195,False,False,2.0,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.13767363131046295,False,False,2.0,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.14025291800498962,False,False,2.0,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.1526336669921875,False,False,2.0,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1459153_table_2
0.0,False,False,,PMC1526722_table_3
0.027100559324026108,False,False,0.0,PMC1526722_table_3
0.2962459921836853,False,False,2.0,PMC1526722_table_3
0.3223268389701843,False,False,3.0,PMC1526722_table_3
0.1273132562637329,False,False,1.0,PMC1526722_table_3
0.13100771605968475,False,False,1.0,PMC1526722_table_3
0.13106665015220642,False,False,1.0,PMC1526722_table_3
0.33605390787124634,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.3359385132789612,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.33619603514671326,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.3307284712791443,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.3319922387599945,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.3314293622970581,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.3255729675292969,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.3252139687538147,False,False,2.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.30034366250038147,False,False,2.0,PMC1526722_table_3
0.08037375658750534,False,False,1.0,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.0,False,False,,PMC1526722_table_3
0.31675034761428833,False,False,2.0,PMC1526722_table_3
0.9748081564903259,True,True,5.0,PMC1574349_table_2
0.9775617718696594,True,True,5.0,PMC1574349_table_2
0.9793674945831299,True,True,5.0,PMC1574349_table_2
0.9171778559684753,True,True,5.0,PMC1574349_table_2
0.1046653613448143,False,False,2.0,PMC1574349_table_2
0.045280806720256805,False,False,3.0,PMC1574349_table_2
0.11949284374713898,False,False,1.0,PMC1574349_table_2
0.11960972100496292,False,False,1.0,PMC1574349_table_2
0.26201340556144714,False,False,2.0,PMC1574349_table_2
0.1173400804400444,False,False,1.0,PMC1574349_table_2
0.1175224706530571,False,False,1.0,PMC1574349_table_2
0.0,False,False,2.0,PMC1574349_table_2
0.26177310943603516,False,False,2.0,PMC1574349_table_2
0.02069137804210186,False,False,0.0,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.27037855982780457,False,False,2.0,PMC1574349_table_2
0.07478159666061401,False,False,1.0,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.24504204094409943,False,False,2.0,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.25411635637283325,False,False,2.0,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.2623545527458191,False,False,2.0,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.2618398368358612,False,False,2.0,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.27040034532546997,False,False,2.0,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.0,False,False,,PMC1574349_table_2
0.935936450958252,True,True,5.0,PMC1716159_table_2
0.9330587983131409,True,True,5.0,PMC1716159_table_2
0.7922064661979675,True,True,5.0,PMC1716159_table_2
0.0,True,False,,PMC1716159_table_2
0.19015155732631683,False,False,1.0,PMC1716159_table_2
0.18816974759101868,False,False,1.0,PMC1716159_table_2
0.07176249474287033,False,False,3.0,PMC1716159_table_2
0.1335737705230713,False,False,2.0,PMC1716159_table_2
0.1810794174671173,False,False,1.0,PMC1716159_table_2
0.0,False,False,2.0,PMC1716159_table_2
0.13797779381275177,False,False,2.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.018779758363962173,False,False,0.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.1355275958776474,False,False,2.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.140306755900383,False,False,2.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.14038868248462677,False,False,2.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.13831061124801636,False,False,2.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.1633724421262741,False,False,1.0,PMC1716159_table_2
0.1641012728214264,False,False,1.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.12763041257858276,False,False,2.0,PMC1716159_table_2
0.1593526303768158,False,False,1.0,PMC1716159_table_2
0.15900537371635437,False,False,1.0,PMC1716159_table_2
0.0,False,False,,PMC1716159_table_2
0.16016608476638794,False,False,1.0,PMC1716159_table_2
0.344979465007782,False,False,3.0,PMC1894800_table_1
0.594678521156311,False,True,2.0,PMC1894800_table_1
0.097507044672966,False,False,1.0,PMC1894800_table_1
0.6211588978767395,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.6158552169799805,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.6160621643066406,False,True,2.0,PMC1894800_table_1
0.21950910985469818,False,False,2.0,PMC1894800_table_1
0.3934682011604309,False,False,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.5260080695152283,False,True,2.0,PMC1894800_table_1
0.0,False,False,1.0,PMC1894800_table_1
0.5213902592658997,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.597941517829895,False,True,2.0,PMC1894800_table_1
0.022681618109345436,False,False,0.0,PMC1894800_table_1
0.5738250613212585,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.5899310111999512,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.5664206147193909,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.5669397711753845,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.5442043542861938,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1894800_table_1
0.5258510112762451,False,True,2.0,PMC1894800_table_1
0.0,False,False,,PMC1978541_table_1
0.15936607122421265,False,False,2.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.1714552789926529,False,False,3.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0944792777299881,False,False,2.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.1765231043100357,False,False,2.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.16392067074775696,False,False,2.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.16529610753059387,False,False,2.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.1712624430656433,False,False,2.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.1658155620098114,False,False,2.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.1729663610458374,False,False,1.0,PMC1978541_table_1
0.026824960485100746,False,False,0.0,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.0,False,False,,PMC1978541_table_1
0.2393726110458374,False,False,1.0,PMC1978541_table_1
0.2390168011188507,False,False,1.0,PMC1978541_table_1
0.235797718167305,False,False,1.0,PMC1978541_table_1
0.17773599922657013,False,False,2.0,PMC1978541_table_1
0.23384879529476166,False,False,1.0,PMC1978541_table_1
0.23507355153560638,False,False,1.0,PMC1978541_table_1
0.23337551951408386,False,False,1.0,PMC1978541_table_1
0.8702688813209534,True,True,5.0,PMC1991593_table_1
0.885844886302948,True,True,5.0,PMC1991593_table_1
0.8201462626457214,True,True,5.0,PMC1991593_table_1
0.0,True,False,,PMC1991593_table_1
0.14372578263282776,False,False,2.0,PMC1991593_table_1
0.07441634684801102,False,False,3.0,PMC1991593_table_1
0.06870545446872711,False,False,1.0,PMC1991593_table_1
0.068357452750206,False,False,1.0,PMC1991593_table_1
0.06623226404190063,False,False,1.0,PMC1991593_table_1
0.06172003224492073,False,False,1.0,PMC1991593_table_1
0.2270195186138153,False,False,2.0,PMC1991593_table_1
0.063946932554245,False,False,1.0,PMC1991593_table_1
0.0641709491610527,False,False,1.0,PMC1991593_table_1
0.009025231003761292,False,False,0.0,PMC1991593_table_1
0.0,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.2243819534778595,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.22503550350666046,False,False,2.0,PMC1991593_table_1
9.178180334856734e-05,False,False,1.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.227437362074852,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.2336219698190689,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.23169533908367157,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.22472481429576874,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.22600042819976807,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.22680246829986572,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.2256235033273697,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.2253570556640625,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.22446537017822266,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.22980082035064697,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.23055823147296906,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.2169269174337387,False,False,2.0,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.0,False,False,,PMC1991593_table_1
0.279695600271225,False,False,2.0,PMC2198944_table_0
0.13344547152519226,False,False,1.0,PMC2198944_table_0
0.28910502791404724,False,False,3.0,PMC2198944_table_0
0.1326974332332611,False,False,1.0,PMC2198944_table_0
0.28395411372184753,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.09508047252893448,False,False,1.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.28824421763420105,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.025538800284266472,False,False,0.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.29286515712738037,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.2936706244945526,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.30111926794052124,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.08652553707361221,False,False,1.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.3012995719909668,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.30125921964645386,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.30110204219818115,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.3014470338821411,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.2803441286087036,False,False,2.0,PMC2198944_table_0
0.0,False,False,,PMC2198944_table_0
0.0,False,False,,PMC2217513_table_2
0.03591768443584442,False,False,0.0,PMC2217513_table_2
0.2483654022216797,False,False,1.0,PMC2217513_table_2
0.18552476167678833,False,False,3.0,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.20145003497600555,False,False,2.0,PMC2217513_table_2
0.2509628236293793,False,False,1.0,PMC2217513_table_2
0.25914475321769714,False,False,1.0,PMC2217513_table_2
0.15261851251125336,False,False,2.0,PMC2217513_table_2
0.2569579482078552,False,False,1.0,PMC2217513_table_2
0.25680631399154663,False,False,1.0,PMC2217513_table_2
0.2524094581604004,False,False,1.0,PMC2217513_table_2
0.25136178731918335,False,False,1.0,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.1913173347711563,False,False,2.0,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.19675759971141815,False,False,2.0,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.0,False,False,,PMC2217513_table_2
0.18571622669696808,False,False,2.0,PMC2217513_table_2
0.880020022392273,True,True,5.0,PMC2222642_table_2
0.11981630325317383,True,False,5.0,PMC2222642_table_2
0.04517786577343941,False,False,1.0,PMC2222642_table_2
0.09239514172077179,False,False,2.0,PMC2222642_table_2
0.08401323109865189,False,False,3.0,PMC2222642_table_2
0.04349341616034508,False,False,1.0,PMC2222642_table_2
0.04370478540658951,False,False,1.0,PMC2222642_table_2
0.0448952279984951,False,False,1.0,PMC2222642_table_2
0.04336681216955185,False,False,1.0,PMC2222642_table_2
0.24564224481582642,False,False,2.0,PMC2222642_table_2
0.07411836087703705,False,False,5.0,PMC2222642_table_2
